GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,1992_count,1992_sum,1992_mean,1992_media,1992_stdev,1992_min,1992_max,1992_range,1992_minor,1992_major,1992_varie,1992_varia,1993_count,1993_sum,1993_mean,1993_media,1993_stdev,1993_min,1993_max,1993_range,1993_minor,1993_major,1993_varie,1993_varia,1994_count,1994_sum,1994_mean,1994_media,1994_stdev,1994_min,1994_max,1994_range,1994_minor,1994_major,1994_varie,1994_varia,1995_count,1995_sum,1995_mean,1995_media,1995_stdev,1995_min,1995_max,1995_range,1995_minor,1995_major,1995_varie,1995_varia,1996_count,1996_sum,1996_mean,1996_media,1996_stdev,1996_min,1996_max,1996_range,1996_minor,1996_major,1996_varie,1996_varia,1997_count,1997_sum,1997_mean,1997_media,1997_stdev,1997_min,1997_max,1997_range,1997_minor,1997_major,1997_varie,1997_varia,1998_count,1998_sum,1998_mean,1998_media,1998_stdev,1998_min,1998_max,1998_range,1998_minor,1998_major,1998_varie,1998_varia,1999_count,1999_sum,1999_mean,1999_media,1999_stdev,1999_min,1999_max,1999_range,1999_minor,1999_major,1999_varie,1999_varia,2000_count,2000_sum,2000_mean,2000_media,2000_stdev,2000_min,2000_max,2000_range,2000_minor,2000_major,2000_varie,2000_varia,2001_count,2001_sum,2001_mean,2001_media,2001_stdev,2001_min,2001_max,2001_range,2001_minor,2001_major,2001_varie,2001_varia,2002_count,2002_sum,2002_mean,2002_media,2002_stdev,2002_min,2002_max,2002_range,2002_minor,2002_major,2002_varie,2002_varia,2003_count,2003_sum,2003_mean,2003_media,2003_stdev,2003_min,2003_max,2003_range,2003_minor,2003_major,2003_varie,2003_varia,2004_count,2004_sum,2004_mean,2004_media,2004_stdev,2004_min,2004_max,2004_range,2004_minor,2004_major,2004_varie,2004_varia,2005_count,2005_sum,2005_mean,2005_media,2005_stdev,2005_min,2005_max,2005_range,2005_minor,2005_major,2005_varie,2005_varia,2006_count,2006_sum,2006_mean,2006_media,2006_stdev,2006_min,2006_max,2006_range,2006_minor,2006_major,2006_varie,2006_varia,2007_count,2007_sum,2007_mean,2007_media,2007_stdev,2007_min,2007_max,2007_range,2007_minor,2007_major,2007_varie,2007_varia,2008_count,2008_sum,2008_mean,2008_media,2008_stdev,2008_min,2008_max,2008_range,2008_minor,2008_major,2008_varie,2008_varia,2009_count,2009_sum,2009_mean,2009_media,2009_stdev,2009_min,2009_max,2009_range,2009_minor,2009_major,2009_varie,2009_varia,2010_count,2010_sum,2010_mean,2010_media,2010_stdev,2010_min,2010_max,2010_range,2010_minor,2010_major,2010_varie,2010_varia,2011_count,2011_sum,2011_mean,2011_media,2011_stdev,2011_min,2011_max,2011_range,2011_minor,2011_major,2011_varie,2011_varia,2012_count,2012_sum,2012_mean,2012_media,2012_stdev,2012_min,2012_max,2012_range,2012_minor,2012_major,2012_varie,2012_varia,2013_count,2013_sum,2013_mean,2013_media,2013_stdev,2013_min,2013_max,2013_range,2013_minor,2013_major,2013_varie,2013_varia
TUN,Tunisia,TUN.15_1,Monastir,,TUN.15.6_1,Ksibet El Mediouni,,,Delegation,Delegation,,TN.MS.KM,56,1144,20.4285714285714,17,11.2024505336638,6,48,42,10,17,29,125.494897959184,56,1103,19.6964285714286,17,10.5693621291129,6,50,44,6,17,27,111.711415816327,56,1251,22.3392857142857,20,11.2444856099625,6,52,46,6,18,30,126.438456632653,56,1415,25.2678571428571,20.5,12.6780055205695,7,55,48,7,14,31,160.731823979592,56,1455,25.9821428571429,21,12.5235365147683,8,54,46,8,14,35,156.838966836735,56,1220,21.7857142857143,18.5,10.7980062407608,7,48,41,7,14,28,116.59693877551,56,1041,18.5892857142857,15,10.033473949226,6,46,40,8,12,27,100.670599489796,56,1175,20.9821428571429,19,9.94177885676073,7,46,39,11,15,26,98.8389668367347,56,1790,31.9642857142857,30.5,10.9478704480341,13,54,41,13,21,30,119.855867346939,56,1763,31.4821428571429,29,11.4797820279029,12,54,42,12,23,32,131.785395408163,56,1758,31.3928571428571,29,10.8704687956286,14,54,40,15,21,29,118.167091836735,56,1220,21.7857142857143,19.5,9.76823256003556,7,42,35,7,20,26,95.4183673469388,56,1630,29.1071428571429,27,11.052922321121,11,51,40,16,39,24,122.167091836735,56,1308,23.3571428571429,19.5,10.9681821833959,8,50,42,9,15,31,120.301020408163,56,1590,28.3928571428571,25,12.5508658941874,9,53,44,10,22,30,157.524234693878,56,1731,30.9107142857143,27.5,13.0099917449659,10,57,47,20,22,29,169.259885204082,56,1580,28.2142857142857,26,11.1158096641583,10,51,41,14,21,32,123.561224489796,56,1831,32.6964285714286,29,13.2299978982521,13,60,47,13,22,34,175.032844387755,56,2421,43.2321428571429,44,13.5699129792827,17,62,45,17,58,30,184.142538265306,56,1972,35.2142857142857,32,13.6063460584106,12,60,48,12,28,32,185.132653061225,56,2062,36.8214285714286,34.5,14.701927889684,10,61,51,11,28,34,216.146683673469,56,2187,39.0535714285714,37,15.0705716581038,10,63,53,10,31,35,227.122130102041
TUN,Tunisia,TUN.15_1,Monastir,,TUN.15.7_1,Moknine,,,Delegation,Delegation,,TN.MS.MK,234,2505,10.7051282051282,8,9.67564875497851,4,59,55,13,7,31,93.6181788297173,234,2402,10.2649572649573,7,11.7973582168047,4,62,58,13,6,28,139.17766089561,234,2541,10.8589743589744,8,10.9759539339424,4,57,53,14,7,29,120.471564760026,234,2902,12.4017094017094,8,12.0231683958317,4,62,58,16,7,35,144.556578274527,234,2981,12.7393162393162,9,12.2165465573902,4,62,58,18,8,34,149.244009788882,234,2584,11.042735042735,7,12.0624395219373,4,61,57,12,7,35,145.502447220396,234,2367,10.1153846153846,7,11.3626853346585,3,60,57,14,6,31,129.110618014464,234,2514,10.7435897435897,7,11.0817890546699,3,58,55,14,6,32,122.806048652202,234,3468,14.8205128205128,10,13.3013175779569,6,61,55,17,8,35,176.925049309665,234,3500,14.957264957265,11,12.5459110118728,6,61,55,19,11,33,157.399883117832,234,3563,15.2264957264957,11,12.3622315162736,6,61,55,16,10,33,152.824768061947,234,2591,11.0726495726496,7,12.6037175626308,3,62,59,17,6,34,158.853696398568,234,3607,15.4145299145299,11,13.507324793223,5,63,58,19,9,34,182.447823069618,234,2887,12.3376068376068,9,11.6491313384063,4,60,56,16,8,33,135.70226093944,234,3478,14.8632478632479,12,10.9979842620115,5,58,53,20,12,34,120.955657827453,234,3590,15.3418803418803,12,11.9476510534533,5,61,56,20,12,37,142.746365695084,234,3453,14.7564102564103,11,11.5815789825535,5,59,54,16,11,36,134.132971729126,234,3500,14.957264957265,11,12.6874951306584,5,63,58,20,10,38,160.972532690482,234,4783,20.4401709401709,17,12.7114025117976,7,63,56,27,14,40,161.579753816933,234,4173,17.8333333333333,13.5,13.5896044985625,6,63,57,24,12,36,184.67735042735,234,4349,18.5854700854701,15,12.3032881780724,7,62,55,22,16,38,151.370899992695,234,4602,19.6666666666667,16,13.3086309633883,6,63,57,29,18,42,177.119658119658
TUN,Tunisia,TUN.15_1,Monastir,,TUN.15.8_1,Monastir,,,Delegation,Delegation,,TN.MS.MS,98,2652,27.0612244897959,25,14.750175596693,7,57,50,21,8,41,217.567680133278,98,2737,27.9285714285714,25.5,14.614955996359,8,57,49,15,8,45,213.59693877551,98,2932,29.9183673469388,27.5,15.0466441233672,7,57,50,7,8,42,226.401499375261,98,3700,37.7551020408163,36,16.2989051995486,8,61,53,8,31,43,265.654310703873,98,3860,39.3877551020408,40.5,16.0405307135605,10,62,52,12,56,41,257.298625572678,98,3432,35.0204081632653,36,17.638651662938,8,63,55,10,9,45,311.122032486464,98,3161,32.2551020408163,30.5,16.4919963423757,7,60,53,13,9,48,271.985943356935,98,3318,33.8571428571429,29,15.9085396140897,10,60,50,15,12,42,253.081632653061,98,4252,43.3877551020408,47,14.9007825113391,14,62,48,19,56,38,222.033319450229,98,4239,43.2551020408163,46,14.335136812691,15,62,47,15,60,44,205.496147438567,98,4288,43.7551020408163,46,12.7647963160243,19,61,42,19,46,39,162.940024989588,98,3615,36.8877551020408,35.5,15.3389477947553,9,60,51,9,40,44,235.283319450229,98,4104,41.8775510204082,45.5,15.9573828515796,10,62,52,10,59,41,254.638067471887,98,3558,36.3061224489796,33.5,15.6501340955755,11,59,48,15,31,43,244.926697209496,98,3866,39.4489795918367,40.5,14.7538458832442,10,60,50,10,59,43,217.675968346522,98,4094,41.7755102040816,43.5,14.8849537866091,15,62,47,17,61,42,221.561849229488,98,3969,40.5,40.5,13.6846778611433,16,62,46,17,52,43,187.270408163265,98,4238,43.2448979591837,44.5,14.5118257367596,15,62,47,16,59,41,210.593086214077,98,4999,51.0102040816327,54,10.4632446073602,20,63,43,20,61,34,109.479487713453,98,4536,46.2857142857143,51.5,15.1340944997225,14,63,49,16,61,41,229.04081632653,98,4574,46.6734693877551,49.5,14.3083930772517,15,62,47,15,62,37,204.730112453145,98,4660,47.5510204081633,51.5,15.0320219076555,15,63,48,15,63,40,225.961682632236
TUN,Tunisia,TUN.15_1,Monastir,,TUN.15.9_1,Ouerdanine,,,Delegation,Delegation,,TN.MS.OU,66,890,13.4848484848485,11,7.35721131342416,5,33,28,16,6,23,54.1285583103765,66,873,13.2272727272727,11,8.08814218947312,4,33,29,16,6,25,65.418044077135,66,949,14.3787878787879,12,8.44189615264096,4,38,34,10,5,26,71.2656106519743,66,1108,16.7878787878788,14.5,8.5785411479885,5,37,32,16,11,27,73.5913682277319,66,1083,16.4090909090909,14,7.89318323604591,5,34,29,6,14,24,62.3023415977962,66,884,13.3939393939394,11,7.53954983761648,3,31,28,19,7,24,56.8448117539027,66,747,11.3181818181818,8,7.05424671344963,3,30,27,12,7,23,49.7623966942148,66,914,13.8484848484848,11,8.40137511154704,4,33,29,10,7,20,70.583103764922,66,1412,21.3939393939394,20,10.1993445836348,6,44,38,6,21,33,104.026629935721,66,1320,20,18,10.0106004421374,6,43,37,13,21,32,100.212121212121,66,1363,20.6515151515152,19.5,10.3725927097567,6,42,36,15,17,30,107.590679522498,66,996,15.0909090909091,13,9.20923000882114,4,38,34,6,7,28,84.8099173553719,66,1316,19.9393939393939,17.5,10.1695904209393,5,42,37,7,13,31,103.42056932966,66,975,14.7727272727273,13,7.58746065746967,4,32,28,4,11,28,57.5695592286501,66,1139,17.2575757575758,15,9.44090167442067,5,39,34,6,10,26,89.130624426079,66,1246,18.8787878787879,16.5,9.46847264812746,6,42,36,8,14,30,89.6519742883379,66,1123,17.0151515151515,15,8.79478568698939,5,37,32,25,12,27,77.3482552800735,66,1310,19.8484848484848,18,8.80812714286766,5,38,33,5,18,29,77.5831037649219,66,2007,30.4090909090909,29,12.0327548833442,8,51,43,8,17,36,144.787190082645,66,1474,22.3333333333333,18,12.199519778593,6,49,43,8,11,36,148.828282828283,66,1562,23.6666666666667,19,13.0387921607065,6,53,47,7,11,34,170.010101010101,66,1550,23.4848484848485,19,13.6872451400016,6,54,48,6,15,34,187.340679522498
TUN,Tunisia,TUN.15_1,Monastir,,TUN.15.10_1,Sahline,,,Delegation,Delegation,,TN.MS.SA,60,1150,19.1666666666667,17,8.90723800562716,8,42,34,9,11,26,79.3388888888889,60,1255,20.9166666666667,19,9.09998473747194,10,46,36,15,14,27,82.8097222222222,60,1392,23.2,20,10.692364877176,9,50,41,12,11,33,114.326666666667,60,1782,29.7,28,12.8559973034637,10,57,47,10,17,37,165.276666666667,60,1868,31.1333333333333,29,12.6457722403796,11,58,47,11,18,37,159.915555555556,60,1606,26.7666666666667,23,13.4615089132765,9,60,51,9,15,34,181.212222222222,60,1346,22.4333333333333,20.5,10.964133446024,8,49,41,8,11,33,120.212222222222,60,1434,23.9,21,11.30294946758,10,51,41,10,13,27,127.756666666667,60,2395,39.9166666666667,38.5,11.0578654761617,20,60,40,23,29,32,122.276388888889,60,2420,40.3333333333333,39.5,11.0146367267478,23,62,39,23,31,37,121.322222222222,60,2480,41.3333333333333,41,9.79228721437892,24,60,36,24,35,30,95.8888888888889,60,2111,35.1833333333333,33.5,13.0875152552177,14,60,46,15,27,37,171.283055555556,60,2528,42.1333333333333,42,12.2603244474017,19,62,43,23,39,35,150.315555555556,60,1887,31.45,29.5,12.1770617692994,14,56,42,14,17,31,148.280833333333,60,2044,34.0666666666667,33.5,12.3623981851779,15,60,45,20,19,33,152.828888888889,60,2246,37.4333333333333,37,11.3993664541305,19,60,41,19,23,34,129.945555555556,60,2272,37.8666666666667,37,10.8250737744471,17,59,42,17,28,32,117.182222222222,60,2545,42.4166666666667,41.5,10.9761736907216,21,62,41,21,33,33,120.476388888889,60,3103,51.7166666666667,52,8.52074266455428,33,63,30,33,62,26,72.6030555555555,60,2642,44.0333333333333,43.5,11.3885420001372,20,62,42,20,43,31,129.698888888889,60,2536,42.2666666666667,42,10.859506843724,22,62,40,23,47,31,117.928888888889,60,2619,43.65,43,11.2942832146769,18,63,45,18,30,31,127.560833333333
TUN,Tunisia,TUN.15_1,Monastir,,TUN.15.11_1,Sayada-Lamta-Bou Hjar,,,Delegation,Delegation,,TN.MS.SL,17,769,45.2352941176471,47,11.1330425615912,20,59,39,20,57,15,123.944636678201,17,797,46.8823529411765,49,8.46364094188072,22,60,38,22,51,12,71.6332179930796,17,793,46.6470588235294,51,10.1166210150052,18,57,39,18,52,11,102.346020761246,17,878,51.6470588235294,56,9.77356083264851,24,61,37,24,56,14,95.522491349481,17,845,49.7058823529412,52,8.98210446900065,24,60,36,24,52,15,80.6782006920415,17,770,45.2941176470588,48,9.4044088902171,16,59,43,16,49,13,88.4429065743945,17,816,48,49,7.61577310586391,29,60,31,29,47,15,58,17,833,49,50,7.87400787401181,26,59,33,26,48,13,62,17,917,53.9411764705882,56,5.71345767604145,38,60,22,38,56,11,32.643598615917,17,954,56.1176470588235,57,4.7759489718081,44,62,18,44,57,12,22.8096885813149,17,943,55.4705882352941,57,3.39753625369262,45,59,14,45,57,9,11.5432525951557,17,783,46.0588235294118,48,8.19950205256603,27,58,31,27,52,15,67.2318339100346,17,904,53.1764705882353,57,7.53997420901851,32,61,29,32,58,11,56.8512110726644,17,884,52,53,6.38011617080294,33,61,28,33,55,11,40.7058823529412,17,897,52.7647058823529,53,4.79619226132694,39,59,20,39,53,11,23.0034602076125,17,967,56.8823529411765,58,4.67637809749454,44,62,18,44,61,10,21.8685121107266,17,912,53.6470588235294,55,4.22793478260386,42,60,18,42,53,10,17.8754325259516,17,895,52.6470588235294,55,7.94792741367272,30,61,31,30,55,8,63.1695501730104,17,956,56.2352941176471,58,6.77824731609881,39,63,24,39,62,11,45.9446366782007,17,994,58.4705882352941,60,4.53895099384951,44,63,19,44,61,9,20.6020761245675,17,1019,59.9411764705882,62,4.62054985568364,44,63,19,44,62,7,21.3494809688581,17,1025,60.2941176470588,62,5.09630438053894,43,63,20,43,63,7,25.9723183391004
TUN,Tunisia,TUN.15_1,Monastir,,TUN.15.12_1,Sebkhet El Moknine,,,Water body,Water body,,,67,422,6.29850746268657,5,3.70564283453067,4,25,21,8,5,11,13.7317888171085,67,463,6.91044776119403,4,5.83026417896521,3,35,32,7,4,18,33.9919803965248,67,435,6.49253731343284,4,4.9153221735206,4,32,28,6,4,14,24.1603920695032,67,518,7.73134328358209,5,6.07559858743064,4,33,29,9,4,16,36.9128981955892,67,547,8.16417910447761,5,6.93594792222822,4,36,32,11,4,18,48.1073735798619,67,442,6.59701492537313,4,5.44733181705965,3,32,29,10,4,17,29.6734239251504,67,386,5.76119402985075,4,4.76958508236039,3,30,27,6,4,15,22.7489418578748,67,424,6.32835820895522,4,4.45336719730974,4,30,26,9,4,15,19.8324793940744,67,811,12.1044776119403,7,10.1056129347414,5,48,43,13,6,21,102.123412786812,67,753,11.2388059701493,7,9.15715127481331,5,50,45,12,6,23,83.8534194698151,67,755,11.2686567164179,7,8.42983700476661,6,46,40,10,6,23,71.0621519269325,67,532,7.94029850746269,4,8.65056394851291,3,45,42,12,3,19,74.8322566273112,67,706,10.5373134328358,6,10.040705746452,4,51,47,11,5,21,100.815771886834,67,484,7.22388059701493,5,5.87385020955169,3,37,34,21,4,14,34.5021162842504,67,511,7.62686567164179,6,4.6898932963565,5,30,25,10,5,12,21.9950991312096,67,579,8.64179104477612,6,7.19390598766225,5,44,39,10,5,15,51.7522833593228,67,606,9.04477611940299,6,7.08041831090086,4,38,34,11,5,17,50.1323234573402,67,626,9.34328358208955,5,7.35770940752292,4,38,34,8,5,18,54.1358877255513,67,843,12.5820895522388,8,8.78286876216837,6,40,34,10,7,21,77.1387836934729,67,754,11.2537313432836,6,9.96912140559364,5,50,45,12,5,21,99.3833815994654,67,683,10.1940298507463,7,6.83982806358518,6,41,35,11,6,19,46.7832479394074,67,702,10.4776119402985,6,8.34938233296014,5,45,40,10,6,20,69.712185341947
TUN,Tunisia,TUN.15_1,Monastir,,TUN.15.13_1,Teboulba,,,Delegation,Delegation,,TN.MS.TE,32,925,28.90625,28,8.48660479446875,13,43,30,13,24,20,72.0224609375,32,891,27.84375,27.5,9.04540413345363,12,44,32,12,30,21,81.8193359375,32,965,30.15625,30.5,9.68926395230825,11,45,34,11,45,20,93.8818359375,32,1118,34.9375,34.5,8.33268226623336,20,51,31,20,31,21,69.43359375,32,1211,37.84375,37,9.63752229245152,20,54,34,20,27,20,92.8818359375,32,1015,31.71875,30,9.08375739644669,16,46,30,16,19,21,82.5146484375,32,1068,33.375,33,10.3825273898025,12,51,39,12,23,25,107.796875,32,1141,35.65625,35.5,10.6964052810979,13,53,40,13,24,24,114.4130859375,32,1407,43.96875,43.5,6.56450862117646,32,56,24,32,37,18,43.0927734375,32,1463,45.71875,46.5,6.3503660081526,29,54,25,29,46,17,40.3271484375,32,1466,45.8125,47,6.85309008769037,30,56,26,33,48,17,46.96484375,32,1171,36.59375,35.5,6.27424983065705,26,47,21,26,30,18,39.3662109375,32,1466,45.8125,44.5,6.8803956099922,36,58,22,48,43,17,47.33984375,32,1172,36.625,39,7.79723508687535,17,49,32,17,39,20,60.796875,32,1272,39.75,42.5,8.71062569509217,17,50,33,17,44,17,75.875,32,1412,44.125,47,9.00607433902252,23,55,32,23,51,20,81.109375,32,1320,41.25,44,8.79275269753449,21,52,31,22,45,18,77.3125,32,1364,42.625,44.5,7.82523961294477,23,55,32,23,35,19,61.234375,32,1653,51.65625,53,7.1353406321983,33,60,27,33,48,16,50.9130859375,32,1518,47.4375,48.5,7.78996750635072,28,59,31,28,43,22,60.68359375,32,1581,49.40625,53.5,10.5470949051149,24,60,36,26,53,17,111.2412109375,32,1657,51.78125,54,10.0303737935084,24,62,38,32,58,15,100.6083984375
TUN,Tunisia,TUN.15_1,Monastir,,TUN.15.14_1,Unknown1,,,Delegation,Delegation,,,5,14,2.8,3,0.4,2,3,1,2,3,2,0.16,5,11,2.2,2,0.4,2,3,1,3,2,2,0.16,5,11,2.2,2,0.4,2,3,1,3,2,2,0.16,5,14,2.8,3,0.4,2,3,1,2,3,2,0.16,5,14,2.8,3,0.4,2,3,1,2,3,2,0.16,5,11,2.2,2,0.4,2,3,1,3,2,2,0.16,5,10,2,2,0,2,2,0,2,2,1,0,5,10,2,2,0,2,2,0,2,2,1,0,5,16,3.2,3,0.4,3,4,1,4,3,2,0.16,5,17,3.4,3,0.489897948556636,3,4,1,4,3,2,0.24,5,15,3,3,0,3,3,0,3,3,1,0,5,10,2,2,0,2,2,0,2,2,1,0,5,14,2.8,3,0.4,2,3,1,2,3,2,0.16,5,10,2,2,0,2,2,0,2,2,1,0,5,15,3,3,0,3,3,0,3,3,1,0,5,15,3,3,0,3,3,0,3,3,1,0,5,14,2.8,3,0.4,2,3,1,2,3,2,0.16,5,11,2.2,2,0.4,2,3,1,3,2,2,0.16,5,19,3.8,4,0.4,3,4,1,3,4,2,0.16,5,15,3,3,0,3,3,0,3,3,1,0,5,18,3.6,4,0.489897948556636,3,4,1,3,4,2,0.24,5,17,3.4,3,0.489897948556636,3,4,1,4,3,2,0.24
TUN,Tunisia,TUN.15_1,Monastir,,TUN.15.15_1,Zeramdine,,,Delegation,Delegation,,TN.MS.ZA,275,1827,6.64363636363636,5,4.93634990789988,3,32,29,11,5,23,24.3675504132231,275,1531,5.56727272727273,4,4.25441180831273,2,25,23,2,4,22,18.1000198347108,275,1762,6.40727272727273,5,4.64851313649486,3,27,24,12,4,23,21.6086743801653,275,2013,7.32,5,5.26388726046722,3,28,25,19,5,25,27.7085090909091,275,1970,7.16363636363636,5,5.24998229040697,3,28,25,17,4,25,27.5623140495868,275,1643,5.97454545454545,4,4.7599930550682,2,24,22,17,3,22,22.6575338842975,275,1503,5.46545454545455,4,4.54329548723144,2,25,23,12,3,23,20.6415338842975,275,1684,6.12363636363636,4,4.87285481515577,3,28,25,11,3,23,23.7447140495868,275,2388,8.68363636363636,6,6.43837256783995,4,35,31,20,5,28,41.452641322314,275,2364,8.59636363636364,6,6.28539327290197,4,34,30,15,6,26,39.5061685950413,275,2442,8.88,6,6.7933229250225,4,38,34,13,6,27,46.1492363636363,275,1570,5.70909090909091,4,4.66348573210573,2,24,22,16,3,23,21.7480991735537,275,2247,8.17090909090909,6,6.71523837598346,3,35,32,13,5,28,45.094426446281,275,1774,6.45090909090909,4,5.23001382675985,3,28,25,11,4,22,27.3530446280992,275,2362,8.58909090909091,6,6.90995784034692,3,36,33,12,5,32,47.7475173553719,275,2498,9.08363636363636,6,7.84232719718889,4,42,38,19,5,33,61.5020958677686,275,2173,7.90181818181818,5,7.14635293912766,3,37,34,12,4,30,51.0703603305785,275,2309,8.39636363636364,6,7.61906612355092,3,39,36,17,5,30,58.0501685950413,275,3556,12.9309090909091,9,10.6845150947489,5,51,46,20,8,38,114.158862809917,275,2961,10.7672727272727,7,9.16140232508012,4,48,44,19,5,36,83.9312925619834,275,3407,12.3890909090909,9,9.45868860268931,5,49,44,22,6,38,89.4667900826446,275,3335,12.1272727272727,8,9.93333148446005,4,50,46,21,6,39,98.6710743801653
TUN,Tunisia,TUN.16_1,Nabeul,,TUN.16.1_1,Beni Khalled,,,Delegation,Delegation,,TN.NB.BD,206,1942,9.42718446601942,7,6.86287598824647,3,37,34,3,6,28,47.0990668300499,206,1872,9.0873786407767,5,8.42915282815068,3,39,36,14,4,32,71.0506174003206,206,1961,9.51941747572816,5,9.5020238851043,3,42,39,9,4,33,90.2884579130927,206,2316,11.2427184466019,6,10.8273888768992,3,49,46,3,5,35,117.232349891602,206,2188,10.621359223301,5.5,10.4705935930752,3,47,44,3,4,34,109.633330191347,206,1757,8.52912621359223,5,7.53545833020169,3,35,32,14,5,28,56.7831322462061,206,1699,8.24757281553398,5,7.26488221007411,3,34,31,13,4,30,52.7785135262513,206,1743,8.46116504854369,6,6.81631015136159,3,33,30,14,4,25,46.4620840795551,206,3406,16.5339805825243,12,12.4956812220665,5,53,48,20,7,41,156.142049203507,206,2562,12.4368932038835,7,10.7307469522696,5,50,45,25,6,36,115.148930153643,206,3426,16.631067961165,12,12.2620974870447,5,51,46,19,7,44,150.359034781789,206,2307,11.1990291262136,8,9.55181063652567,3,42,39,23,4,36,91.2370864360449,206,2947,14.3058252427184,9.5,11.595892520548,4,50,46,23,6,38,134.464723348101,206,1900,9.22330097087379,5,8.0471089168176,3,37,34,23,5,29,64.7559619191253,206,2232,10.8349514563107,8.5,8.08462172849102,4,38,34,17,5,28,65.3611084927892,206,2606,12.6504854368932,9,9.76392084409679,5,46,41,16,6,34,95.3341502497878,206,2394,11.621359223301,8,8.35977017482018,5,41,36,20,6,33,69.885757375813,206,2412,11.7087378640777,8,8.70066515475502,4,41,37,17,6,34,75.7015741351682,206,3261,15.8300970873786,11,11.1003921469386,6,51,45,23,8,38,123.218705815817,206,2737,13.2864077669903,8,10.5853218445247,5,48,43,18,7,38,112.049038552173,206,2896,14.0582524271845,9,10.332177321752,6,47,41,17,7,33,106.753888208125,206,3099,15.0436893203883,8.5,12.457034273605,4,54,50,20,7,40,155.17770289377
TUN,Tunisia,TUN.16_1,Nabeul,,TUN.16.2_1,Beni Khiar,,,Delegation,Delegation,,TN.NB.BR,132,2518,19.0757575757576,16,12.229262727177,6,52,46,21,7,37,149.554866850321,132,1919,14.5378787878788,11.5,9.37469619954655,4,37,33,28,4,32,87.8849288337925,132,1482,11.2272727272727,8,8.68522858606994,4,36,32,14,7,25,75.4331955922865,132,2168,16.4242424242424,13,10.3375757753415,5,47,42,25,6,34,106.865472910927,132,1979,14.9924242424242,11,11.0956558603597,4,48,44,15,5,37,123.113578971534,132,1709,12.9469696969697,10,9.03387093944766,4,40,36,23,5,28,81.6108241505969,132,1698,12.8636363636364,9,10.6413805831881,3,44,41,22,4,32,113.238980716253,132,1792,13.5757575757576,8,11.8258327992483,3,48,45,3,4,31,139.850321395776,132,2220,16.8181818181818,11,13.1101500013482,5,54,49,21,6,36,171.876033057851,132,2189,16.5833333333333,11,13.6493099318669,5,56,51,20,6,33,186.303661616162,132,2292,17.3636363636364,12,13.1288906079319,6,56,50,21,7,37,172.367768595041,132,1537,11.6439393939394,8,9.96595156228353,3,44,41,19,7,31,99.3201905417814,132,2057,15.5833333333333,11,12.7576724785796,5,58,53,19,6,32,162.758207070707,132,1773,13.4318181818182,10,10.4055588158432,4,47,43,11,7,33,108.275654269972,132,1954,14.8030303030303,11,10.4963481340225,5,48,43,17,5,33,110.173324150597,132,2287,17.3257575757576,12,12.6535994472535,5,55,50,17,12,36,160.113578971533,132,2234,16.9242424242424,12,12.554500105975,6,54,48,18,11,35,157.615472910927,132,2107,15.9621212121212,12,11.961684602545,4,55,51,20,6,33,143.081898530762,132,3442,26.0757575757576,24,12.7758183110511,8,57,49,23,22,43,163.221533516988,132,2675,20.2651515151515,15,14.403208737873,5,60,55,5,7,43,207.45242194674,132,3007,22.780303030303,18,14.6330439644576,6,59,53,30,8,42,214.125975665748,132,2950,22.3484848484848,17,16.2055849185644,6,62,56,19,7,43,262.620982552801
